sample_id,lab_nr,density,odor_after,oder_before,foam,foam_height,ph,ec,ts_%,ts_gL,ts_expert,texture_cat,vs_%ts,ts_dewatered,dewatering_efficiency,cod_mg,cod,nh4_mg,nh4,cst,cst_norm,turbidity,TOC,TOC_gL,TKN,TKN_gL,CN,COD_TKN,COD_NH4,TOC_NH4,bulk_H,bulk_S,bulk_V,bulk_R,bulk_G,bulk_B,bulk_hex,super_H,super_S,super_V,super_R,super_G,super_B,super_hex,bulk_color,super_color,contrast,dissimilarity,homogeneity,ASM,energy,correlation,tank_depth,depth_probe,oss_l,oss_w,sludgeheight_st,settledsludge_st,dist2sludge,area_volaser,area,ratio_outvol,area_lw,oss_volume,fs_volume,fs_acc,sb_vol,sb_acc,local_area_name,origin,other,origin_simplified,establishment,nr_residents,building_type,,addl,roof_type,other1,addl2,occupation,education,other2,income,oss_type,oss_type_simplified,other3,baffle,outflow,outflow_to,toilet_type,toilet_type_simplified,nr_users,oss_age,cleansing_material,solid_waste,sw_type,additives,ww_type,seasonal,water_connection,last_emptied,fully_emptied,latitude,longitude,gps_acc,dewatered
0111A.2019.11.07,233,1.1099,Middle,Middle,No,0,5.86,15.14,15.45,171.49,,,79.31,NA,NA,140800,140.8,2151,2.15,NA,NA,NA,10.90909091,18.708,2.632,4.5136168,4.144791379,53.49544073,65.48837209,8.70139535,47,40,19,19,17.35333333,11.4,#302c1d,NA,NA,NA,NA,NA,NA,NA,middle,NA,4.767600934,1.232570177,0.607399334,0.056918226,0.238575409,0.458641431,300,95,170,140,NA,NA,124,2.02,2.02,NA,NA,6.06,1.919,15.99166667,NA,NA,Mtendere East,Household,NA,Household,NA,5,Brick walls,NA,None,Corrugated iron,NA,None,Works as driver,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,5,12,Paper,Yes,Plastics,Chlorine,I don't kNow,No,No,Never emptied,No,-15.397285,28.382945,3.1,no
0112A.2019.11.07,234,1.2214,Stabilized,Stabilized,No,0,7.95,12.07,24.84,303.45,,,47,NA,NA,294400,294.4,3099,3.1,NA,NA,NA,9.304812834,28.23545454,2.716,8.241702,3.425925197,108.3946981,94.96774194,9.108211143,60,10,12,12,12,10.8,#1f1f1c,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,3.376500152,0.981749416,0.666774206,0.110571229,0.332522523,0.442969195,130,80,150,120,NA,NA,52,1.02,1.02,NA,NA,1.326,0.7956,13.26,NA,NA,Mtendere East,Household,NA,Household,NA,6,Brick walls,NA,None,Corrugated iron,NA,None,Administration officer GRZ,Tertiary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,6,5,Paper,Yes,"Clothes, plastics",Chlorine,I don't kNow,Yes,No,Never emptied,No,-15.39825333,28.38178333,3.9,no
0113A.2019.11.07,235,1.1297,Stabilized,Middle,No,0,7.77,6.7,15.38,173.77,,,43.94,NA,NA,195200,195.2,1103,1.1,NA,NA,NA,8.556149733,14.86802139,1.9404,3.37183308,4.40947729,100.5978149,177.4545455,13.51638308,45,14,11,11,10.615,9.46,#1c1b18,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,24.99950484,1.793488824,0.726532405,0.203411059,0.451011152,0.446410941,195,65,130,100,NA,NA,141,1.52,1.52,NA,NA,2.964,0.8208,7.328571429,NA,NA,Chainda,Household,NA,Household,NA,4,Brick walls,NA,None,Asbestos,NA,None,Truck driver,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,4,14,Paper,Yes,Plastics,No,Bathing,No,Yes,I don't know,I don't kNow,-15.39243167,28.40673667,4.3,no
0114A.2019.11.07,236,1.0293,Stabilized,Middle,No,0,7.38,12.02,5.6,57.67,,,74.57,NA,NA,51200,51.2,1677,1.68,NA,NA,NA,8.877005348,5.119368984,2.044,1.1787748,4.342957606,25.04892368,30.47619048,3.047243443,49,56,32,32,28.71466667,14.08,#524924,NA,NA,NA,NA,NA,NA,NA,fresh,NA,6.637224006,1.020168673,0.694799885,0.122354629,0.349792266,0.549442214,295,205,180,180,NA,NA,51,0.27,0.27,NA,NA,0.7965,0.6588,13.725,NA,NA,Chainda,Household,NA,Household,NA,8,Brick walls,NA,None,Corrugated iron,NA,None,Business man,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,2,Paper,Yes,Plastics,Biadditives,Bathing,No,Yes,Never emptied,No,-15.39370333,28.406325,4.5,no
0115B.2019.11.07,237,1.071,Stabilized,Stabilized,Yes,3,7.77,1.376,0.36,3.89,,,68.15,14.72,3988.888889,86400,86.4,294,0.29,12.3,33.8,22,11.22994652,0.43684492,3.976,0.1546664,2.82443323,21.73038229,297.9310345,1.506361792,41,56,28,28,23.03466667,12.32,#473b1f,60,7,99,99,99,92.07,#fcfceb,stabilized,stabilized,0.474500986,0.357846392,0.826238325,0.133931452,0.365966464,0.934777843,260,150,200,160,160,10,83,0.32,0.32,NA,NA,0.832,0.5664,283.2,0.032,16,Makeni,Household,NA,Household,NA,1,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,1,2,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.46419667,28.266885,4.8,yes
0116B.2019.11.07,238,1.0659,Stabilized,Stabilized,No,0,7.82,1.435,0.14,1.5,,,NA,8.56,6014.285714,99200,99.2,199,0.2,7.2,51.5,13,NA,NA,NA,NA,NA,NA,496,NA,48,13,89,89,86.686,77.43,#e3ddc5,60,8,99,99,99,91.08,#fcfce8,NA,stabilized,0.454527025,0.329439644,0.845054142,0.196208582,0.44295438,0.757694222,300,110,200,200,110,20,110,2.94,2.94,NA,NA,8.82,5.586,55.86,0.588,5.88,Makeni,Commercial/Industry,NA,Non-household,NA,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,I don't kNow,No,NA,Cistern flush,wet,20,5,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.47375833,28.26344667,4.8,yes
0117B.2019.11.07,239,1.085,Stabilized,Stabilized,Yes,2,7.37,1.482,2.19,23.73,,,52.88,14.74,573.0593607,118400,118.4,250,0.25,39.7,18.1,163,9.732620321,2.309550802,1.9404,0.46045692,5.015780417,61.01834673,473.6,9.238203209,45,11,15,15,14.5875,13.35,#262522,55,11,95,95,94.12916667,84.55,#f2f0d8,stabilized,stabilized,4.151444376,0.569950452,0.840592836,0.263971732,0.513781794,0.627094114,240,220,70,240,2,60,39,1.29,1.29,NA,NA,3.096,2.5929,370.4142857,0.774,110.5714286,Lilayi,Household,NA,Household,NA,14,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,I don't kNow,I don't kNow,NA,Cistern flush,wet,14,13,Paper,No,,,Toilet,Yes,Yes,0.5,Yes,-15.48695333,28.26507667,4.5,yes
0118B.2019.11.07,240,1.0893,Stabilized,Stabilized,No,0,7.66,2.61,5.51,60.07,,,63.37,19.61,255.8983666,115200,115.2,441,0.44,67,12.2,108,10.10695187,6.071245988,2.758,1.6567306,3.981048396,41.76939811,261.8181818,13.79828634,43,23,12,12,11.218,9.24,#1f1d18,58,13,97,97,96.57966667,84.39,#f7f6d7,stabilized,stabilized,1.689363268,0.363734511,0.862114883,0.462238094,0.679880941,0.393792619,225,136,140,200,110,60,65,2.35,2.35,NA,NA,5.2875,3.76,26.85714286,1.41,10.07142857,Lilayi,Household,NA,Household,NA,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business woman,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,4,35,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.51732,28.27088833,2.6,yes
0119B.2019.11.07,241,1.1305,Stabilized,Stabilized,No,0,7.71,1.977,18.3,206.85,,,NA,26.61,45.40983607,96000,96,419,0.42,111.2,6.1,224,5.13368984,10.61903743,2.408,4.980948,2.131930997,39.86710963,228.5714286,25.28342246,60,14,8,8,8,6.88,#141412,47,22,74,74,70.47266667,57.72,#bdb493,stabilized,stabilized,1.154634123,0.213095166,0.922179058,0.479184055,0.692231215,0.454709722,180,130,80,80,78,58,60,0.41,0.41,NA,NA,0.738,0.492,61.5,0.2378,59.45,Chilanga,Household,NA,Household,NA,2,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,Yes,NA,Cistern flush,wet,2,12,Paper,No,,,Toilet,Yes,Yes,2,No,-15.53503833,28.266865,4.6,yes
0120B.2019.11.07,242,1.0279,Middle,Fresh,No,0,7.34,7.3,10.09,103.72,,,64.62,32.87,225.7680872,96000,96,1221,1.22,1078,106.8,NA,9.732620321,10.0946738,2.436,2.5266192,3.995328539,39.408867,78.68852459,8.274322784,51,32,25,25,23.8,17,#403d2b,NA,NA,NA,NA,NA,NA,NA,middle,NA,0.507678285,0.377652724,0.822663706,0.185786131,0.431029153,0.838738713,190,120,206,125,NA,NA,35,0.48,0.48,NA,NA,0.912,0.6,100,NA,NA,Chilanga,Household,NA,Household,NA,6,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business woman,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,6,13,Paper,Yes,,Chlorine,Bathing,No,Yes,1,Yes,-15.53881333,28.26404333,3.8,no
0115A.2019.11.08,243,1.061,Stabilized,Stabilized,No,0,7.69,2.07,0.61,6.43,,,79.02,NA,NA,40533,40.5,149,0.15,219.9,363.1,346.3,13.26203209,0.852748663,2.16216,0.139026888,6.133695973,18.73126873,270,5.684991089,40,16,7,7,6.626666667,5.88,#12110f,46,33,73,73,67.379,48.91,#baac7d,stabilized,stabilized,0.179356801,0.03801608,0.985337889,0.91422371,0.956150464,0.304061174,245,190,260,185,188,70,61,1.31,1.31,NA,NA,3.2095,2.4104,40.17333333,0.917,30.56666667,Ngwerere katuba,Household,NA,Household,Farm,6,Brick walls,NA,None,Roof tiles,NA,None,Banker,Postgraduate education or higher,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,No,NA,Cistern flush,wet,6,5,Paper,Yes,"Plastics, clothes",Nothing,Toilet Bathing,No,Yes,Never emptied,No,-15.31081667,28.30116333,4.2,yes
0116A.2019.11.08,244,1.0666,Middle,Middle,Yes,11,7.44,9.9,2.82,30.11,,,69.6,NA,NA,85333,85.3,654,0.65,1104.7,391.3,980,9.304812834,2.801679144,2.968,0.8936648,3.135044755,28.73989218,131.2307692,4.310275607,54,61,19,19,17.841,7.41,#302d13,26,87,44,44,22.308,5.72,#70390f,middle,fresh,0.50199953,0.329281999,0.843219647,0.395908438,0.629212554,0.288387991,225,90,200,140,NA,NA,128,1.62,1.62,NA,NA,3.645,1.5714,37.41428571,NA,NA,Kabanana,Household,NA,Household,NA,7,Brick walls,NA,None,Corrugated iron,NA,None,Electrician,Tertiary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,7,3,Paper,No,,Chlorine,Bathing,No,Yes,Never emptied,No,-15.32479167,28.30062667,3.6,yes
0117A.2019.11.08,245,1.0053,Middle,Middle,No,0,7.93,25.3,12.73,127.98,,,62.89,34.39,170.1492537,210133,210.1,4202,4.2,NA,NA,NA,9.090909091,11.63454545,2.772,3.5476056,3.279548734,75.79365079,50.02380952,2.77012987,51,41,18,18,16.893,10.62,#2e2b1b,NA,NA,NA,NA,NA,NA,NA,middle,NA,7.640217629,0.857124891,0.779527346,0.256355042,0.50631516,0.454685624,300,80,200,170,NA,NA,188,1.36,1.36,NA,NA,4.08,1.5232,8.369230769,NA,NA,Kabanana mbote,Household,NA,Household,NA,7,Brick walls,NA,None,Corrugated iron,NA, None,Works at a lodge,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,7,Paper,Yes,Plastics,Nothing,Toilet,No,No,Never emptied,No,-15.33126833,28.30801333,4.8,no
0118A.2019.11.08,246,1.0571,Stabilized,Stabilized,Yes,6,7.85,3.88,0.45,4.76,,,52.32,5.98,1228.888889,50133,50.1,485,0.49,14.5,32.2,42.2,14.43850267,0.687272727,2.072,0.0986272,6.968389321,24.17953668,102.244898,1.402597402,40,66,27,27,21.06,9.18,#453617,46,29,77,77,71.78966667,54.67,#c4b78b,middle,stabilized,0.300390322,0.290841181,0.855528901,0.190519735,0.436485664,0.884482833,300,180,240,240,162,24,NA,NA,5.76,NA,5.76,17.28,10.368,370.2857143,1.3824,98.74285714,Kabanana kwafumbe,Household,NA,Household,NA,7,Brick walls,NA,None,Corrugated iron,NA,None,Business,Secondary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,Yes,No,NA,Pour-flush,wet,7,2,Paper,No,,Sprit of salt,Toilet,No,Yes,Never emptied,No,-15.32722833,28.31885167,3.3,yes
0119A.2019.11.08,247,1.0774,Stabilized,Stabilized,Yes,30,8.03,26.7,24.24,261.21,,,60.05,8.53,-64.81023102,82133,82.1,1908,1.91,603.5,24.9,736,9.946524064,25.98131551,5.292,13.8232332,1.879539695,15.51398337,42.98429319,13.60278299,60,16,10,10,10,8.4,#1a1a15,27,89,41,41,20.9305,4.51,#69350c,stabilized,fresh,0.182003028,0.181148605,0.909502331,0.502415353,0.708812636,0.488328784,300,70,145,140,NA,NA,NA,1.31,1.31,NA,NA,3.93,0.917,38.20833333,NA,NA,Kabanana,Household,NA,Household,NA,12,Brick walls,NA,None,Corrugated iron,NA,None,Security Guard,Secondary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,1,Paper,No,,No,Bathing,No,No,Never emptied,No,-15.33705,28.32034167,2.8,yes
0120A.2019.11.08,248,1.006,Fresh,Fresh,No,0,6.41,16.01,12.48,125.51,,,78.58,NA,NA,242133,242.1,2315,2.31,NA,NA,NA,11.01604278,13.82623529,2.66,3.338566,4.141369466,91.01503759,104.8051948,5.985383244,47,73,25,25,21.04583333,6.75,#403611,NA,NA,NA,NA,NA,NA,NA,fresh,NA,6.41385175,0.837286502,0.765623699,0.214848199,0.463517205,0.337094287,300,35,220,160,NA,NA,98,1.55,1.55,NA,NA,4.65,0.5425,3.767361111,NA,NA,Kabangwe,Household,NA,Household,NA,12,Brick walls,NA,NA,Corrugated iron,NA,None,Farming/business,Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,6,Paper,No,,Chlorine/ sprit of salt,I don't kNow,No,Yes,Never emptied,No,-15.32776667,28.28324,4.4,no
0121B.2019.11.08,249,1.0502,Stabilized,Stabilized,Yes,5,7.48,1.807,0.28,2.98,,,NA,2.33,732.1428571,197333,197.3,109,0.11,10,35.1,72.1,13.5828877,0.404770053,3.164,0.0942872,4.292948072,62.35777497,1793.636364,3.679727759,48,35,59,59,54.87,38.35,#968c62,40,14,77,77,73.40666667,66.22,#c4bba9,stabilized,stabilized,0.448761346,0.362110455,0.825896334,0.08328362,0.288589016,0.929527886,160,100,150,130,100,5,53,1.46,1.46,NA,NA,2.336,1.5622,9763.75,0.073,456.25,Lusaka West,Household,NA,Household,NA,2,Cement block walls,NA,NA,Corrugated iron,NA,NA,Farmer,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,2,33,Paper,No,,,Toilet,Yes,Yes,0.08,Yes,-15.34194667,28.23392167,2.7,yes
0122B.2019.11.08,250,1.0687,Stabilized,Stabilized,No,0,7.49,1.708,2.39,25.56,,,56.46,18.06,655.6485356,74667,74.7,85,0.08,81.5,34.1,109,9.732620321,2.487657754,2.772,0.7085232,3.511046292,26.94805195,933.75,31.09572193,60,15,13,13,13,11.05,#21211c,43,14,78,78,74.906,67.08,#c7bfab,stabilized,stabilized,0.212830026,0.209783636,0.895379165,0.348804616,0.590596831,0.787675943,250,185,170,168,120,40,85,0.66,0.66,NA,NA,1.65,1.089,5.5,0.264,1.333333333,Lusaka West ,Household,NA,Household,NA,6,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,6,33,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.33977833,28.23111,5,yes
0123B.2019.11.08,251,1.0054,Middle,Middle,No,0,7.62,9.19,6.55,65.83,,,45.63,NA,NA,104533,104.5,1351,1.35,NA,NA,NA,9.679144385,6.371780749,3.878,2.5528874,2.50110034,26.94687983,77.40740741,4.719837592,60,26,14,14,14,10.36,#24241a,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,4.197301913,0.638563645,0.810225752,0.261853986,0.511716705,0.441738391,260,120,190,180,NA,NA,50,1.53,1.53,NA,NA,3.978,2.754,21.85714286,NA,NA,Chunga,Household,NA,Household,NA,14,Cement block walls,NA,NA,Metal sheets,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,I don't kNow,NA,Dry toilet,dry,14,9,Paper,Yes,,Chlorine,Bathing,No,No,Never emptied,System has never been emptied,-15.34494167,28.25213667,4.9,no
0124B.2019.11.08,252,1.0058,Stabilized,Stabilized,No,0,6.99,2.39,8.2,82.49,,,42.01,23.03,180.8536585,88533,88.5,251,0.25,203.9,24.9,202,8.877005348,7.322641712,3.78,3.118122,2.348414113,23.41269841,354,29.29056685,60,14,9,9,9,7.74,#171714,46,23,79,79,74.76033333,60.83,#c9bf9b,stabilized,stabilized,0.0956395,0.086764234,0.957207169,0.618956206,0.786737699,0.719586296,160,30,70,150,30,20,113,0.76,0.76,NA,NA,1.216,0.3572,89.3,0.152,38,Chunga,Household,NA,Household,NA,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Brick layer,Primary education,NA,501-1000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Pour-flush,wet,4,1,Paper,No,,Chlorine,Toilet,No,Yes,Never emptied,System has never been emptied,-15.34671333,28.25905333,2,yes
0125B.2019.11.08,253,1.0569,Stabilized,Stabilized,Yes,6,7.83,4.5,0.87,9.2,,,62.15,9.3,968.9655172,34133,34.1,309,0.31,10.2,11.7,302,14.97326203,1.377540107,1.92192,0.17681664,7.790783192,17.74267399,110,4.443677764,53,44,15,15,14.23,8.4,#262415,47,31,82,82,76.49233333,56.58,#d1c390,middle,stabilized,0.111918104,0.100404631,0.950887347,0.734745067,0.857172717,0.703684275,230,150,60,150,135,30,84,0.74,0.74,NA,NA,1.702,1.0804,36.01333333,0.222,7.4,Matero,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business woman,None,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,10,3,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.35271833,28.2747,4.9,yes
0126B.2019.11.08,254,1.0829,Stabilized,Stabilized,Yes,3,7.61,1.382,0.31,3.41,,,42.32,6.02,1841.935484,75733,75.7,204,0.2,10.1,32.2,20.2,7.647058824,0.260764706,3.094,0.1055054,3.492854178,24.46670976,378.5,1.303823529,48,31,18,18,16.884,12.42,#2e2b20,40,11,80,80,77.06666667,71.2,#ccc5b6,middle,stabilized,0.274873756,0.255162242,0.873562754,0.30426298,0.55160038,0.699125672,195,150,130,130,140,10,57,0.8,0.8,NA,NA,1.56,1.104,69,0.08,5,Matero North,Household,NA,Household,NA,8,Cement block walls,NA,NA,Metal sheets,NA,NA,Police officer,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,8,2,Paper,No,,,Toilet,No,Yes,Never emptied,System has never been emptied,-15.36328833,28.26819,4.5,yes
0121A.2019.11.11,255,1.1399,Middle,Fresh,No,0,7.57,10.53,8.64,98.49,,,46.32,NA,NA,133333,133.3,199,0.2,NA,NA,NA,9.090909091,8.953636364,4.396,4.3296204,2.067995699,30.32302093,666.5,44.76818182,45,55,29,29,25.0125,13.05,#4a4021,NA,NA,NA,NA,NA,NA,NA,fresh,NA,12.43621256,1.435583295,0.689812363,0.208575254,0.456700399,0.374341303,130,60,140,110,NA,NA,63,0.43,0.43,NA,NA,0.559,0.2881,32.01111111,NA,NA,Kanyama,Household,NA,Household,NA,5,Brick walls,NA,None,Asbestos,NA,None,Business,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,9,7,Paper,Yes,Plastics,Chlorine,Bathing Toilet,Yes,Yes,0.5,No,-15.43627333,28.26916,4.9,no
0122A.2019.11.11,256,1.0444,Middle,Middle,No,0,8.17,15.9,13,135.82,,,69.66,NA,NA,130133,130.1,2950,2.95,NA,NA,NA,10.05347594,13.65463102,2.968,4.0311376,3.387289736,43.83423181,44.10169492,4.628688482,48,55,24,24,21.36,10.8,#3d361c,NA,NA,NA,NA,NA,NA,NA,middle,NA,6.051970477,0.926472224,0.737150013,0.248037829,0.498033964,0.327500614,300,130,130,100,NA,NA,150,2.34,2.34,NA,NA,7.02,3.51,41.78571429,NA,NA,Kanyama,Household,NA,Household,NA,7,Brick walls,NA,None,Corrugated iron,NA,None,GRZ worker,Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,7,6,Paper,Yes,"Clothes, plastics",Nothing,Toilet,No,Yes,Never emptied,No,-15.43794333,28.25783667,5,no
0123A.2019.11.11,257,1.1515,Middle,Fresh,No,0,7.77,18.79,15.66,180.31,,,67.84,NA,NA,133333,133.3,3323,3.32,NA,NA,NA,9.518716578,17.16319786,1.232,2.2214192,7.726230988,108.1980519,40.15060241,5.16963791,45,55,26,26,22.425,11.7,#42391e,NA,NA,NA,NA,NA,NA,NA,fresh,NA,11.20239258,1.425564859,0.677955559,0.196601457,0.443397628,0.339369456,300,200,220,215,NA,NA,63,1.66,1.66,NA,NA,4.98,3.9342,10.03622449,NA,NA,Kanyama,Household,NA,Household,NA,14,Brick walls,NA,None,Corrugated iron,NA,None,Business,Primary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,Yes,Other (please specify),Dry toilet,dry,14,14,Paper,Yes,Plastics,Oil,Bathing Toilet,Yes,No,Never emptied,No,-15.44106333,28.25422,5,no
0124A.2019.11.11,258,1.2007,Fresh,Fresh,No,0,6.39,11.37,18.17,218.12,,,76.79,NA,NA,158933,158.9,2909,2.91,NA,NA,NA,17.54010695,38.25848128,2.4024,5.24011488,7.30107682,66.14219114,54.604811,13.14724443,43,64,32,32,26.19733333,11.52,#52431d,NA,NA,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,200,70,200,170,NA,NA,130,1.51,1.51,NA,NA,3.02,1.057,9.609090909,NA,NA,John Laing,Household,NA,Household,NA,4,Brick walls,NA,None,Corrugated iron,NA,None,Business,Primary education,NA,501-1000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,11,5,Paper,Yes,Clothes & Plastics,Nothing,Toilet,No,No,Never emptied,No,-15.44712167,28.26207667,4.6,no
0125A.2019.11.11,259,1.0545,Stabilized,Stabilized,No,0,7.61,1.819,10.39,109.53,,,97.23,9.27,-10.77959577,82133,82.1,489,0.49,10,1,33.4,11.12299465,12.18301604,2.5872,2.83376016,4.299240357,31.7331478,167.5510204,24.86329804,41,50,17,17,14.30833333,8.5,#2b2416,51,10,83,83,81.755,74.7,#d4d0be,middle,stabilized,0.440660869,0.311535285,0.850265647,0.327084742,0.57191323,0.618923134,200,165,340,210,160,190,43,2.54,3.81,2.811023622,7.14,7.62,5.9817,10.68160714,7.239,25.85357143,Makeni,Household,NA,Household,NA,6,Brick walls,NA,None,Corrugated iron,NA,None,Business,Secondary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,Yes,No,NA,Cistern flush,wet,14,20,Paper,No,,Nothing,Toilet Bathing Laundry Kitchen,I don't know,Yes,Never emptied,No,-15.468425,28.25109333,5,yes
0127B.2019.11.11,260,1.2162,Middle,Middle,No,0,6.95,9.53,21.08,256.32,,,36.93,NA,NA,107733,107.7,2332,2.33,NA,NA,NA,14.17112299,36.32342245,2.2358,5.73080256,6.908688508,48.17067716,46.22317597,15.58945169,43,45,22,22,19.195,12.1,#38311f,NA,NA,NA,NA,NA,NA,NA,middle,NA,10.92077416,1.328384411,0.689588394,0.183952093,0.428896366,0.36980548,300,40,150,180,NA,NA,161,2.33,2.33,NA,NA,6.99,3.2387,16.52397959,NA,NA,Makeni,Household,NA,Household,NA,14,Cement block walls,NA,NA,Metal sheets,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,14,14,Paper,Yes,Plastics,Chlorine,Toilet,I don't know,Yes,Never emptied,System has never been emptied,-15.44058167,28.23657833,4.7,no
0128B.2019.11.11,261,1.172,Stabilized,Middle,No,0,7.95,10.38,17.05,199.83,,,44.23,NA,NA,107733,107.7,2376,2.38,NA,NA,NA,10.90909091,21.79963637,1.386,2.7696438,7.870916962,77.70562771,45.25210084,9.159511078,60,16,13,13,13,10.92,#21211c,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,12.00561379,1.012835935,0.814033363,0.431985051,0.657255697,0.349383888,200,45,120,200,NA,NA,154,0.87,0.87,NA,NA,1.74,0.4002,4.547727273,NA,NA,Makeni villa,Household,NA,Household,NA,11,Cement block walls,NA,NA,Metal sheets,NA,NA,Business woman,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,11,8,Paper,Yes,Plastics and clothes,Nil,Toilet,Yes,No,Never emptied,System has never been emptied,-15.43790167,28.23201833,4.6,no
0129B.2019.11.11,262,1.006,Stabilized,Stabilized,No,0,7.99,14.05,10.47,105.32,,,64.98,NA,NA,85333,85.3,2675,2.67,NA,NA,NA,14.01069519,14.75606417,2.184,2.3001888,6.415153474,39.05677656,31.94756554,5.526615796,60,17,11,11,11,9.13,#1c1c17,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,7.650355652,0.740889849,0.842358046,0.455986628,0.675267819,0.489129964,250,115,140,150,NA,NA,30,0.7,0.7,NA,NA,1.75,1.05,18.75,NA,NA,Makeni villa,Household,NA,Household,NA,14,Cement block walls,NA,NA,Metal sheets,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,14,4,Paper,Yes,Plastics,Chlorine,Bathing,Yes,Yes,Never emptied,System has never been emptied,-15.43251167,28.236845,4.7,no
