sample_id,lab_nr,density,odor_after,oder_before,foam,foam_height,ph,ec,ts_%,ts_gL,ts_expert,texture_cat,vs_%ts,ts_dewatered,dewatering_efficiency,cod_mg,cod,nh4_mg,nh4,cst,cst_norm,turbidity,TOC,TOC_gL,TKN,TKN_gL,CN,COD_TKN,COD_NH4,TOC_NH4,bulk_H,bulk_S,bulk_V,bulk_R,bulk_G,bulk_B,bulk_hex,super_H,super_S,super_V,super_R,super_G,super_B,super_hex,bulk_color,super_color,contrast,dissimilarity,homogeneity,ASM,energy,correlation,tank_depth,depth_probe,oss_l,oss_w,sludgeheight_st,settledsludge_st,dist2sludge,area_volaser,area,ratio_outvol,area_lw,oss_volume,fs_volume,fs_acc,sb_vol,sb_acc,local_area_name,origin,other,origin_simplified,establishment,nr_residents,building_type,,addl,roof_type,other1,addl2,occupation,education,other2,income,oss_type,oss_type_simplified,other3,baffle,outflow,outflow_to,toilet_type,toilet_type_simplified,nr_users,oss_age,cleansing_material,solid_waste,sw_type,additives,ww_type,seasonal,water_connection,last_emptied,fully_emptied,latitude,longitude,gps_acc,dewatered
044.A.2019.10.08,83,NA,Middle,NA,Yes,2,7.84,21.6,14.93,NA,middle,liquid,53.72,NA,NA,NA,NA,3721,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,64,25,25,20.73333333,9,#403517,NA,NA,NA,NA,NA,NA,NA,middle,NA,0.527972512,0.34926821,0.834194344,0.409770556,0.640133233,0.22148546,135,30,NA,NA,NA,NA,1.34,2.125761467,2.125761467,NA,NA,2.869777981,0.63772844,1.992901375,NA,NA,John Laing,Other (please specify),Quaters,Non-household,NA,NA,Cement block walls,NA,NA,Asbestos,NA,NA,NA,NA,NA,NA,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,20,16,Paper,Yes,Paper bottles diapers,Biadditive hardrine,Toilet,No,No,Never emptied,System has never been emptied,-15.45031,28.26342,4.9,no
043.A.2019.10.08,84,NA,Stabilized,NA,No,0,7.85,16.51,16.7,NA,high,textured,62.54,NA,NA,NA,NA,3824,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,47,23,23,21.01816667,12.19,#3b361f,NA,NA,NA,NA,NA,NA,NA,middle,NA,3.318759163,0.916829902,0.685090923,0.123977765,0.352104764,0.428468178,270,35,NA,NA,NA,NA,1.22,3.043465774,3.043465774,NA,NA,8.21735759,1.065213021,16.64395345,NA,NA,John Laing,Household,NA,Household,NA,7,Cement block walls,NA,NA,Corrugated iron,NA,NA,Machine operator,Tertiary education,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,8,8,Paper,Yes,Papers tissue,Chlorine,Toilet,No,No,Never emptied,System has never been emptied,-15.44458833,28.26457333,4.9,no
042.A.2019.10.08-1,85A,NA,Stabilized,NA,No,0,8.04,16.36,15.92,NA,high,textured,59.99,NA,NA,NA,NA,3316,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,32,16,16,15.57333333,10.88,#29281c,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,5.000066986,0.93177525,0.733052807,0.234245226,0.48398887,0.439763356,130,60,NA,NA,NA,NA,0.65,2.812402524,2.812402524,NA,NA,3.656123281,1.82806164,13.05758315,NA,NA,John Laing,Household,NA,Household,NA,6,Cement block walls,NA,NA,Corrugated iron,NA,NA,Security officer,Primary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,20,7,Paper,Yes,Rugs paper plastics,Chlorine,Toilet Bathing,No,No,Never emptied,System has never been emptied,-15.43870833,28.270605,4.8,no
042.A.2019.10.08-2,85B,NA,Stabilized,NA,No,0,7.8,16.57,16.29,NA,high,textured,54.81,NA,NA,NA,NA,3168,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,37,15,15,13.7975,9.45,#262318,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.665549808,0.645876489,0.785755878,0.210156577,0.458428378,0.534446279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
046.A.2019.10.08,86,NA,Stabilized,NA,Yes,4,7.44,1.549,4.6,NA,low,liquid,45.42,49.16,968.6956522,NA,NA,347,0.3,203.4,44.3,319,NA,NA,NA,NA,NA,NA,NA,NA,45,20,8,8,7.6,6.4,#141310,53,20,86,86,83.99333333,68.8,#dbd6af,stabilized,stabilized,0.125366752,0.124972517,0.937553165,0.656719313,0.810382202,0.504241128,162,110,NA,NA,100,100,0.64,1.621340286,1.621340286,NA,NA,2.626571263,1.58891348,397.22837,1.621340286,405.3350714,Makeni,Household,NA,Household,NA,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,I don't want to say,NA,I don't want to say,Septic tank,Septic tank,NA,I don't kNow,No,NA,Cistern flush,wet,4,31,Paper,No,NA,Biadditives,Toilet Bathing Laundry Kitchen,No,No,1,System has never been emptied,-15.45211167,28.25056333,4.5,yes
048.A.2019.10.08,87,NA,Stabilized,NA,Yes,2,7.94,3.03,0.88,NA,low,liquid,52.81,17.58,1897.727273,NA,NA,308,0.3,28.4,32.4,69.7,NA,NA,NA,NA,NA,NA,NA,NA,39,67,17,17,13.0135,5.61,#2b210e,56,14,86,86,85.19733333,73.96,#dbd9bd,middle,stabilized,0.268676369,0.264856202,0.867953304,0.228456706,0.477971449,0.858355961,230,125,NA,NA,100,40,1,3.598697723,3.598697723,NA,NA,8.277004762,4.678307039,467.8307039,1.439479089,143.9479089,Makeni,Commercial/Industry,NA,Non-household,NA,NA,Cement block walls,NA,NA,Asbestos,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Soak pit,Cistern flush,wet,10,10,Paper,No,NA,Biadditives,Toilet Bathing,No,No,1,Yes,-15.45786667,28.26172667,4.4,yes
045.B.2019.10.08,88,NA,Middle,NA,No,0,7.23,12.87,15.44,NA,high,textured,76.02,NA,NA,NA,NA,1915,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,54,27,27,23.841,12.42,#453d20,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.304585376,0.833889009,0.684543553,0.116503857,0.341326614,0.510191455,200,95,NA,NA,NA,NA,1.37,2.307969812,2.307969812,NA,NA,4.615939624,2.192571321,21.92571321,NA,NA,Chawama,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Marketeer,Secondary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,20,5,Paper,Yes,Plastic and clothes,No,Toilet Bathing,Yes,Yes,Never emptied,System has never been emptied,-15.45855333,28.283425,4.6,no
047.A.2019.10.08,89,NA,Stabilized,NA,No,0,7.76,16.68,19.89,NA,high,textured,70.94,NA,NA,NA,NA,3245,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,43,19,19,17.09366667,10.83,#302c1c,NA,NA,NA,NA,NA,NA,NA,middle,NA,1.966566806,0.767953806,0.697754461,0.124670216,0.353086697,0.380403434,75,45,NA,NA,NA,NA,0.58,1.878842561,1.878842561,NA,NA,1.40913192,0.845479152,18.78842561,NA,NA,Makeni,Commercial/Industry,NA,Non-household,NA,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,5,9,Paper,Yes,Grass paper blanket,Chlorine,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.454835,28.25160667,3.8,no
045.A.2019.10.08,90,NA,Stabilized,NA,No,0,7.74,9.45,29.69,NA,high,textured,38.4,NA,NA,NA,NA,2326,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,37,19,19,17.47683333,11.97,#302d1f,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.187619772,0.809418582,0.69034215,0.079709749,0.28232915,0.638008584,155,55,NA,NA,NA,NA,0.95,2.65533274,2.65533274,NA,NA,4.115765747,1.593199644,12.74559715,NA,NA,John Laing,Household,NA,Household,Household plus  5quarters,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Farmer,Secondary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,25,5,Paper,Yes,Paper platics,Chlorine & ass,Toilet,No,No,Never emptied,System has never been emptied,-15.44918167,28.256845,5,no
043.B.2019.10.08,91,NA,Middle,NA,No,0,6.87,11.88,15.3,NA,middle,textured,60.82,NA,NA,NA,NA,2136,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,55,31,31,27.87416667,13.95,#4f4724,NA,NA,NA,NA,NA,NA,NA,fresh,NA,3.380108684,0.85182752,0.71873058,0.172484136,0.415312094,0.556523668,245,45,NA,NA,NA,NA,2.06,1.541828376,1.541828376,NA,NA,3.777479521,0.601313067,25.05471111,NA,NA,John Howard,Household,NA,Household,NA,9,Cement block walls,NA,NA,Corrugated iron,NA,NA,Farmer,Secondary education,NA,I don't kNow,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,2,Paper,Yes,Bottles,Chlorine,Toilet Bathing,Yes,No,Never emptied,System has never been emptied,-15.470035,28.291415,4.7,no
047.B.2019.10.08,92,NA,Stabilized,NA,No,0,7.85,16.14,17.3,NA,high,textured,52.24,NA,NA,NA,NA,2493,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,52,23,23,20.608,11.04,#3b351c,NA,NA,NA,NA,NA,NA,NA,middle,NA,3.860794863,0.938603494,0.697373882,0.134649615,0.366946338,0.427472539,260,90,NA,NA,NA,NA,1.25,0.304556083,0.304556083,NA,NA,0.791845816,0.274100475,1.713127967,NA,NA,Chawama,Household,NA,Household,NA,16,Cement block walls,NA,NA,Asbestos,NA,NA,Business man,Primary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,16,10,Water,No,NA,Yes,Toilet Bathing Kitchen,Yes,Yes,Never emptied,System has never been emptied,-15.45717667,28.28823,4.8,no
040.B.2019.10.08,93,NA,Stabilized,NA,Yes,5,8.26,24.7,8.02,NA,low,liquid,66.28,NA,NA,NA,NA,4164,4.2,1239.4,154.6,2744,NA,NA,NA,NA,NA,NA,NA,NA,41,56,15,15,12.34,6.6,#261f11,33,74,27,27,18.009,7.02,#452e12,stabilized,fresh,0.249755284,0.222665925,0.890037966,0.378765952,0.615439641,0.529122949,180,45,NA,NA,NA,NA,0.3,0.883553785,0.883553785,NA,NA,1.590396812,0.397599203,5.301322707,NA,NA,Misisi,Household,NA,Household,NA,15,Cement block walls,NA,NA,Metal sheets,NA,NA,Businessman,Secondary education,NA,501-1000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,15,5,Paper,Yes,Plastic/clothe,No,Toilet,Yes,No,Never emptied,System has never been emptied,-15.44070833,28.28681667,2.6,yes
042.B.2019.10.08,94,NA,Middle,NA,No,0,7.2,17.54,13.79,NA,middle,textured,88.7,NA,NA,NA,NA,4479,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,70,33,33,26.07,9.9,#544219,NA,NA,NA,NA,NA,NA,NA,fresh,NA,1.48726514,0.634728618,0.742759514,0.158471021,0.398084188,0.4897845,120,60,NA,NA,NA,NA,0.95,2.232741105,2.232741105,NA,NA,2.679289326,1.339644663,89.30964419,NA,NA,Kamwala South,Household,NA,Household,NA,3,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,501-1000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,3,5,Paper,No,NA,Ash,Toilet,No,Yes,Never emptied,System has never been emptied,-15.45114833,28.29113,4.6,no
041.B.2019.10.08,95,NA,Stabilized,NA,Yes,4,7.58,1.932,1.45,NA,low,liquid,89.34,22.04,1420,NA,NA,122,0.1,96.3,66.5,130,NA,NA,NA,NA,NA,NA,NA,NA,50,25,9,9,8.625,6.75,#171611,51,12,88,88,86.416,77.44,#e0dcc5,stabilized,stabilized,0.149910033,0.148946882,0.925622874,0.391249556,0.625499445,0.736079905,265,NA,NA,NA,179,51,0.43,4.505873633,6.758810449,NA,NA,17.91084769,15.0045592,128.2440957,3.446993329,29.46148144,Kamwala South,Household,NA,Household,NA,9,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,Yes,Yes,Soak pit,Cistern flush,wet,9,13,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.44442,28.28909833,4.3,yes
044.B.2019.10.08-1,96A,NA,Middle,NA,No,0,7.25,19.34,12.37,NA,high,textured,76.86,NA,NA,129067,129.1,3335,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.12121212,NA,46,61,25,25,21.44166667,9.75,#403719,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.763906725,0.868116105,0.69176189,0.125568663,0.354356689,0.547053728,268,212,NA,NA,NA,NA,0.53,0.575484269,0.575484269,NA,NA,1.542297842,1.237291179,13.74767977,NA,NA,Chawama,Household,NA,Household,NA,25,Cement block walls,NA,NA,Asbestos,NA,NA,Unemployed,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,30,3,Paper,Yes,Plastic and paper,Yes,Toilet,Yes,No,Never emptied,System has never been emptied,-15.45581833,28.28443333,3.1,no
044.B.2019.10.08-2,96B,NA,Middle,NA,No,0,7.09,18.73,9.38,NA,high,textured,NA,NA,NA,39467,39.5,4492,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.777777778,NA,45,63,25,25,21.0625,9.25,#403618,NA,NA,NA,NA,NA,NA,NA,middle,NA,1.568494109,0.677461312,0.729243124,0.142229781,0.377133639,0.660541651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
046.B.2019.10.08-1,97A,NA,Stabilized,NA,No,0,7.84,10.49,17.29,NA,high,textured,55.43,NA,NA,148267,148.3,2519,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.32,NA,50,47,21,21,19.355,11.13,#36311c,NA,NA,NA,NA,NA,NA,NA,middle,NA,5.247039867,1.07777258,0.675712359,0.112224291,0.334998942,0.41950588,230,165,NA,NA,NA,NA,0.38,0.383275614,0.383275614,NA,NA,0.881533911,0.735889178,11.14983603,NA,NA,Chawama,Household,NA,Household,NA,11,Cement block walls,NA,NA,Asbestos,NA,NA,Business man,Secondary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,11,20,Water,Yes,Plastic,No,Toilet Bathing,No,Yes,3,No,-15.46010833,28.287505,5,no
046.B.2019.10.08-2,97B,NA,Stabilized,NA,No,0,7.78,10.67,18.63,NA,high,textured,53.27,NA,NA,61867,61.9,2236,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.13636364,NA,46,49,21,21,18.599,10.71,#362f1b,NA,NA,NA,NA,NA,NA,NA,middle,NA,6.572710067,1.194657718,0.661918893,0.095418235,0.308898422,0.386740803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
049B.2019.10.09,98,NA,Stabilized,NA,Yes,4,7.36,9.74,1.42,NA,low,liquid,85.48,NA,NA,68267,68.3,1121,1.1,514.9,362.2,730,NA,NA,NA,NA,NA,NA,62.09090909,NA,47,69,22,22,18.711,6.82,#383011,44,76,69,69,55.016,16.56,#b08c2a,middle,fresh,0.415178492,0.322306835,0.842006137,0.299451304,0.54722144,0.710939839,250,49,NA,NA,NA,NA,0.3,1.760160881,1.760160881,NA,NA,4.400402202,0.862478832,13.2689051,NA,NA,Kamwala South,Household,NA,Household,NA,13,Cement block walls,NA,NA,Corrugated iron,NA,NA,Maid,Primary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,5,Paper,Yes,Plastic,Yes,Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.46106667,28.3083,4.5,yes
055A.2019.10.09,99,NA,Stabilized,NA,Yes,2,7.84,2.02,0.08,NA,low,liquid,66.46,NA,NA,132267,132.3,235,0.2,26.7,328.7,764,NA,NA,NA,NA,NA,NA,661.5,NA,42,59,22,22,18.106,9.02,#382e17,45,74,75,75,61.125,19.5,#bf9c32,middle,middle,0.326433231,0.317049381,0.842290427,0.198374493,0.445392515,0.876725218,300,225,310,310,200,30,0.67,6.137473685,6.137473685,NA,NA,18.41242105,13.80931579,1534.368421,1.841242105,204.5824562,Makeni,Household,NA,Household,NA,6,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business,Secondary education,NA,I don't kNow,Septic tank,Septic tank,NA,I don't kNow,Yes,Soak pit,Cistern flush,wet,6,1.5,Paper,No,NA,Biadditives,Toilet Bathing Laundry Kitchen,No,No,Never emptied,System has never been emptied,-15.461615,28.27189833,3.8,yes
050A.2019.10.09-1,100A,NA,Stabilized,NA,No,0,7.87,17.93,19.84,NA,middle,textured,58.2,NA,NA,157867,157.9,4609,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.32608696,NA,55,36,26,26,25.22,16.64,#42402a,NA,NA,NA,NA,NA,NA,NA,middle,NA,3.895382761,1.264311834,0.568286728,0.056431826,0.237553838,0.551210901,170,90,210,150,NA,NA,0.74,1.16,1.16,NA,NA,1.972,1.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
050A.2019.10.09-2,100B,NA,Stabilized,NA,No,0,7.99,17.39,18.51,NA,middle,textured,53.32,NA,NA,NA,NA,3817,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,45,24,24,22.38,13.2,#3d3922,NA,NA,NA,NA,NA,NA,NA,middle,NA,0.832066632,0.562546513,0.74413192,0.130490401,0.361234552,0.717210259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
054A.2019.10.09-1,101A,NA,Stabilized,NA,No,0,7.57,12.23,14.85,NA,high,textured,57.68,NA,NA,145067,145.1,2185,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.95454545,NA,60,28,18,18,18,12.96,#2e2e21,NA,NA,NA,NA,NA,NA,NA,middle,NA,4.686826441,1.138839286,0.647339217,0.09952399,0.315474231,0.533287278,200,45,160,140,NA,NA,1.34,1.25,1.25,NA,NA,2.5,0.825,27.5,NA,NA,Kuku,Household,NA,Household,NA,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businesslady,Secondary education,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,3,Paper,No,NA,Ash,Bathing Toilet,No,No,Never emptied,System has never been emptied,-15.44970333,28.277265,4.1,no
054A.2019.10.09-2,101B,NA,Stabilized,NA,No,0,7.44,12.25,15.86,NA,high,textured,62.4,NA,NA,170667,170.7,4010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.675,NA,54,40,20,20,19.2,12,#33311f,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.879739672,0.898346377,0.682668606,0.117114454,0.342219891,0.54312289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
052A.2019.10.09,102,NA,Stabilized,NA,No,0,6.95,12.09,24.09,NA,high,textured,55.59,NA,NA,177067,177.1,2779,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.25,NA,46,56,30,30,26.08,13.2,#4c4322,NA,NA,NA,NA,NA,NA,NA,fresh,NA,4.643536854,1.053676201,0.65921407,0.109588112,0.331040952,0.388119139,145,40,125,100,NA,NA,1.17,2.02,2.02,NA,NA,2.929,0.5656,18.85333333,NA,NA,Kuku,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business,Primary education,NA,I don't kNow,Unlined pit latrine,Pit latrine,NA,NA,No,NA,Dry toilet,dry,6,5,Paper,No,NA,Ash,Toilet Bathing,Yes,No,Never emptied,System has never been emptied,-15.450095,28.27440833,4.6,no
053B.2019.10.09,103,NA,Stabilized,NA,Yes,3,7.71,2.69,0.32,NA,low,liquid,16.05,15.89,4865.625,20267,20.3,464,0.5,28.1,87.1,110,NA,NA,NA,NA,NA,NA,40.6,NA,43,52,16,16,13.64266667,7.68,#292314,60,13,90,90,90,78.3,#e6e6c8,stabilized,stabilized,0.230911234,0.226891314,0.886956335,0.266001736,0.515753562,0.888331615,205,NA,NA,NA,147,27,0.6,2.367935718,2.367935718,NA,NA,4.854268221,3.433506791,214.5941744,0.639342644,79.91783047,Chawama,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Unemployed,Primary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,8,35,Paper,No,NA,Yes,Toilet Bathing Kitchen,Yes,Yes,1,No,-15.46247,28.27923333,4.9,yes
052B.2019.10.09,104,NA,Middle,NA,No,0,7.18,14.77,37.88,NA,high,textured,20.97,NA,NA,97067,97.1,2498,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.84,NA,48,58,30,30,26.52,12.6,#4c4420,NA,NA,NA,NA,NA,NA,NA,fresh,NA,5.256326046,1.107917302,0.661816321,0.107395917,0.327713162,0.49708298,290,70,NA,NA,NA,NA,2.09,3.207325289,3.207325289,NA,NA,9.301243337,2.597933484,129.8966742,NA,NA,Kamwala South,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Electrician,Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,2,Paper,No,NA,Yes,Toilet,No,Yes,Never emptied,System has never been emptied,-15.46359167,28.29615833,2.8,no
050B.2019.10.09,105,NA,Stabilized,NA,Yes,5,7.85,3.78,10.21,NA,low,liquid,78.45,8.47,-17.04211557,29867,29.9,520,0.53,41.2,4,263,NA,NA,NA,NA,NA,NA,56.41509434,NA,49,57,25,25,22.3875,10.75,#40391b,55,24,93,93,91.14,70.68,#ede8b4,middle,stabilized,0.382609041,0.353875634,0.82524264,0.162554813,0.403180869,0.90872341,220,NA,NA,NA,37,10,1.57,2.255169505,2.255169505,NA,NA,4.96137291,1.420756788,811.8610216,0.22551695,128.8668288,Libala South,Household,NA,Household,NA,7,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business,Secondary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,No,NA,Cistern flush,wet,7,0.25,Paper,Yes,Diapers,No,Toilet Bathing Kitchen,Yes,Yes,Never emptied,System has never been emptied,-15.46228167,28.31200833,4,yes
048B.2019.10.09,106,NA,Stabilized,NA,No,0,7.55,7.18,25.2,NA,middle,textured,32.72,NA,NA,109867,109.9,1496,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.26666667,NA,48,58,23,23,20.332,9.66,#3b3419,NA,NA,NA,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,NA,NA,150,85,NA,NA,NA,NA,0.67,1.324142684,1.324142684,NA,NA,1.986214026,1.099038428,13.73798035,NA,NA,Kamwala South,Household,NA,Household,NA,8,Cement block walls,NA,NA,Asbestos,NA,NA,Unemployed,Primary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,Yes,Soak pit,Dry toilet,dry,8,10,Paper,Yes,Plastic,Yes,Toilet Bathing,Yes,Yes,Never emptied,System has never been emptied,-15.44937333,28.30293333,4.7,no
053A.2019.10.09,107,NA,Stabilized,NA,No,0,7.54,16.62,27.39,NA,middle,textured,81.91,NA,NA,241067,241.1,3650,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.97222222,NA,49,51,25,25,22.6625,12.25,#403a1f,NA,NA,NA,NA,NA,NA,NA,middle,NA,7.88562673,1.228370898,0.670910085,0.145594965,0.381569082,0.407820421,65,40,220,120,NA,NA,0.32,0.48,0.48,NA,NA,0.312,0.192,NA,NA,NA,Kuku,Household,NA,Household,NA,12,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,Secondary education,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,28,5,Paper,No,NA,Chlorine,Toilet,No,No,2,System has never been emptied,-15.44936333,28.278345,4.2,no
051B.2019.10.09,108,NA,Stabilized,NA,No,0,6.87,13.6,6.08,NA,high,textured,48.41,NA,NA,327467,327.5,2591,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.9615385,NA,48,43,27,27,24.678,15.39,#453f27,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.969475383,0.95856802,0.655566435,0.086697784,0.294444874,0.582521205,170,105,NA,NA,NA,NA,0.59,2.545095446,2.545095446,NA,NA,4.326662258,2.825055945,56.50111889,NA,NA,Kamwala South,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Plumber,Secondary education,NA,0-500 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,5,Paper,Yes,Plastic,Yes,Toilet,Yes,No,Never emptied,System has never been emptied,-15.46263,28.303855,3.3,no
051A.2019.10.09,109,NA,Stabilized,NA,Yes,6,7.67,3.41,10.86,NA,low,liquid,99.19,19.33,77.99263352,26667,26.7,308,0.3,455.1,41.9,411,NA,NA,NA,NA,NA,NA,89,NA,50,46,20,20,18.46666667,10.8,#332f1c,49,67,86,86,75.43633333,28.38,#dbc048,middle,middle,0.36144097,0.356429531,0.822286378,0.272733683,0.522239105,0.324465831,250,30,160,110,NA,NA,0.8,1.27,1.27,NA,NA,3.175,0.381,19.05,NA,NA,Bluewater,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Taxi driver,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,5,4,Paper,No,NA,Chlorine,Toilet,No,Yes,Never emptied,System has never been emptied,-15.44809333,28.27308,4.8,yes
